session_id,msisdn,imei,cgi,shortcode,session_start_ts,total_steps,dwell_times,dwell_variance,mean_dwell,menu_path,path_directness,session_duration_s,session_end_reason,pin_attempts,label
USS-64F09C47,254097968029,354549351956657,639-02-6887-16695,*334#,2025-02-18T06:19:00Z,3,"[13, 15, 14]",0.67,14.0,main>my_account>balance,1.0,48,complete,1,legit
USS-81A45D6E,254012589553,354637774419934,639-02-9694-78314,*334#,2025-01-11T17:37:00Z,7,"[13, 12, 30, 9, 9, 12, 10]",47.1,13.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,109,complete,1,legit
USS-DA9F4F52,254078996447,353854881632914,639-02-2513-61939,*334#,2025-01-20T01:13:00Z,7,"[10, 7, 19, 7, 9, 8, 9]",14.98,9.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,83,complete,2,legit
USS-A7864F75,254175127695,3528949163804239,639-02-7888-51294,*334#,2025-02-05T00:11:00Z,3,"[13, 16, 15]",1.56,14.7,main>my_account>balance>pin,1.0,50,complete,1,fraud
USS-23918206,254175127695,3528949163804239,639-02-7888-51294,*334#,2025-02-05T00:12:24Z,5,"[12, 10, 12, 9, 12]",1.6,11.0,main>send_money>number>amount>pin>confirm,1.0,65,complete,1,fraud
USS-25AF1884,254175127695,3528949163804239,639-02-7888-51294,*334#,2025-02-05T00:14:22Z,5,"[13, 9, 9, 14, 15]",6.4,12.0,main>send_money>number>amount>pin>confirm,1.0,70,complete,1,fraud
USS-355C0E85,254098975348,353097095305273,639-02-4223-76192,*334#,2025-01-24T23:51:00Z,5,"[16, 19, 56, 26, 18]",221.6,27.0,main>send_money>number>amount>pin>confirm,1.0,145,user_cancel,1,legit
USS-F9086BB4,254181990338,356576922382940,639-02-5144-40055,*334#,2025-02-27T18:11:00Z,7,"[25, 19, 55, 16, 20, 24, 23]",148.57,26.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,196,complete,1,legit
USS-FBB68F01,254057278203,353996592217061,639-02-9601-72375,*334#,2025-02-22T06:20:00Z,7,"[21, 16, 42, 16, 17, 15, 21]",77.55,21.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,162,complete,1,legit
USS-3F8FF629,254092747156,357248282510464,639-02-1477-93574,*334#,2025-02-14T19:22:00Z,5,"[12, 15, 28, 13, 13]",35.76,16.2,main>send_money>number>amount>pin>confirm,1.0,91,complete,1,legit
USS-93AE54AC,254786556520,357429466949953,639-02-6183-93575,*334#,2025-01-07T19:27:00Z,5,"[10, 6, 19, 9, 8]",20.24,10.4,main>send_money>number>amount>pin>confirm,1.0,62,complete,1,legit
USS-AD124917,254797266687,353160134234695,639-02-2355-96863,*334#,2025-02-26T03:20:00Z,5,"[15, 7, 20, 14, 8]",22.96,12.8,main>send_money>number>amount>pin>confirm,1.0,74,complete,1,legit
USS-C4EA3CF9,254177701681,354944120269393,639-02-9553-43445,*334#,2025-01-21T18:55:00Z,3,"[8, 4, 5]",2.89,5.7,main>my_account>balance,1.0,23,complete,1,legit
USS-5B0F3144,254151251325,355629214415170,639-02-6674-89522,*334#,2025-02-07T18:25:00Z,5,"[7, 9, 19, 8, 8]",19.76,10.2,main>send_money>number>amount>pin>confirm,1.0,61,complete,1,legit
USS-A67757EF,254140529025,353918731449937,639-02-6981-98023,*334#,2025-02-23T21:40:00Z,7,"[21, 22, 38, 18, 23, 20, 19]",40.0,23.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,175,complete,1,legit
USS-74877BF6,254070647554,354270742829920,639-02-7947-90425,*334#,2025-01-14T02:24:00Z,7,"[11, 9, 27, 8, 11, 13, 11]",35.55,12.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,104,complete,1,legit
USS-8D78C9D6,254194551241,357775141539488,639-02-8982-89525,*334#,2025-01-18T01:38:00Z,7,"[12, 11, 23, 7, 8, 9, 8]",26.12,11.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,92,user_cancel,1,legit
USS-857F4C9D,254157060519,357829008503715,639-02-5332-37822,*334#,2025-02-24T16:51:00Z,7,"[8, 9, 13, 10, 9, 8, 8]",2.78,9.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,79,complete,1,legit
USS-B0824838,254748917348,356393393635545,639-02-8757-61930,*334#,2025-02-01T06:21:00Z,3,"[24, 22, 18]",6.22,21.3,main>my_account>balance,1.0,70,complete,1,legit
USS-A17A4934,254045643331,359200702010724,639-02-8019-22775,*334#,2025-02-09T06:39:00Z,3,"[15, 10, 9]",6.89,11.3,main>my_account>balance,1.0,40,complete,1,legit
USS-910658A0,254792365375,357600154902659,639-02-5307-80273,*334#,2025-02-03T08:11:00Z,5,"[4, 6, 10, 6, 4]",4.8,6.0,main>send_money>number>amount>pin>confirm,1.0,40,complete,2,legit
USS-D2E40751,254785592100,352340352576960,639-02-2079-23725,*334#,2025-02-26T08:47:00Z,3,"[10, 13, 9]",2.89,10.7,main>my_account>balance,1.0,38,complete,1,legit
USS-206D3E33,254082972524,359952599049008,639-02-7669-46203,*334#,2025-01-05T09:57:00Z,7,"[25, 16, 33, 15, 14, 24, 18]",41.06,20.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,159,complete,1,legit
USS-628C7954,254091197532,358939454608732,639-02-1395-57943,*334#,2025-03-03T10:02:00Z,5,"[31, 29, 19, 26, 35]",28.8,28.0,main>send_money>number>amount>pin>confirm,1.0,150,complete,1,legit
USS-23D02232,254123983464,358692728761267,639-02-8076-11083,*334#,2025-03-01T09:19:00Z,5,"[12, 14, 30, 17, 14]",42.24,17.4,main>send_money>number>amount>pin>confirm,1.0,97,complete,1,legit
USS-FCC12AD3,254079161209,352816561052991,639-02-6779-33767,*334#,2025-03-05T23:36:00Z,3,"[24, 12, 21]",26.0,19.0,main>my_account>balance,1.0,63,complete,1,legit
USS-83F05ED5,254156488276,353096631728485,639-02-1742-12290,*334#,2025-02-14T11:20:00Z,3,"[14, 7, 10]",8.22,10.3,main>my_account>balance,1.0,37,complete,1,legit
USS-3801AA55,254736004749,355220164271677,639-02-3051-67209,*334#,2025-01-24T19:39:00Z,7,"[14, 12, 34, 21, 11, 10, 13]",62.53,16.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,129,complete,1,legit
USS-55D0EC70,254137930758,357236907485791,639-02-1931-14142,*334#,2025-01-08T23:12:00Z,7,"[20, 20, 35, 19, 19, 17, 24]",32.0,22.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,168,complete,1,legit
USS-D2A040C4,254123777918,353463018993650,639-02-6558-21475,*334#,2025-01-09T08:38:00Z,7,"[13, 13, 34, 9, 14, 13, 11]",60.78,15.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,121,complete,1,legit
USS-36610FD7,254199286698,355209893358001,639-02-8441-54367,*334#,2025-01-06T03:01:00Z,3,"[9, 9, 11]",0.89,9.7,main>my_account>balance,1.0,35,complete,1,legit
USS-D0CECB6A,254113758997,356868030457159,639-02-4660-83769,*334#,2025-02-04T13:46:00Z,3,"[15, 16, 15]",0.22,15.3,main>my_account>balance,1.0,52,complete,2,legit
USS-4CA08769,254081836038,353475178967421,639-02-8385-10410,*334#,2025-01-11T23:08:00Z,5,"[15, 12, 23, 11, 13]",18.56,14.8,main>send_money>number>amount>pin>confirm,1.0,84,complete,1,legit
USS-8391F19E,254133413221,355650264761691,639-02-4210-78636,*334#,2025-02-02T21:23:00Z,7,"[10, 9, 16, 16, 11, 11, 11]",6.86,12.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,98,complete,1,legit
USS-82DB6A97,254734144283,354008272556538,639-02-8932-84138,*334#,2025-01-29T02:13:00Z,5,"[10, 8, 19, 8, 9]",17.36,10.8,main>send_money>number>amount>pin>confirm,1.0,64,complete,1,legit
USS-D5A2FA6A,254084453216,354922030737700,639-02-6407-50239,*334#,2025-02-05T10:01:00Z,5,"[9, 9, 20, 8, 14]",20.4,12.0,main>send_money>number>amount>pin>confirm,1.0,70,complete,1,legit
USS-4CDA1856,254095194063,357352639905202,639-02-7946-41052,*334#,2025-01-18T14:06:00Z,7,"[10, 9, 28, 12, 8, 9, 12]",41.67,12.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,102,complete,1,legit
USS-42EB30AC,254718154216,352306502809979,639-02-6301-47694,*334#,2025-01-08T13:18:00Z,5,"[4, 7, 16, 6, 6]",17.76,7.8,main>send_money>number>amount>pin>confirm,1.0,49,complete,1,legit
USS-1769093B,254781695821,352498870760977,639-02-5876-38296,*334#,2025-02-03T01:50:00Z,5,"[12, 12, 34, 17, 11]",74.96,17.2,main>send_money>number>amount>pin>confirm,1.0,96,user_cancel,2,legit
USS-921217F8,254719465605,359193963108953,639-02-2225-59452,*334#,2025-01-23T07:27:00Z,7,"[9, 11, 15, 12, 9, 15, 14]",5.84,12.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,99,complete,1,legit
USS-F270AAB1,254780466023,355764028200710,639-02-8353-96751,*334#,2025-01-31T18:50:00Z,7,"[8, 8, 12, 9, 8, 8, 6]",2.82,8.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,73,complete,1,legit
USS-D7129B81,254189613091,353030888816451,639-02-8126-38376,*334#,2025-02-27T17:40:00Z,5,"[18, 21, 15, 12, 20]",10.96,17.2,main>send_money>number>amount>pin>confirm,1.0,96,complete,1,legit
USS-288DE696,254177987641,356681682128084,639-02-1826-14014,*334#,2025-01-08T18:07:00Z,3,"[12, 8, 15]",8.22,11.7,main>my_account>balance,1.0,41,complete,1,legit
USS-E78ED4BF,254047660137,353337702858356,639-02-3258-15156,*334#,2025-01-17T15:30:00Z,3,"[15, 17, 11]",6.22,14.3,main>my_account>balance,1.0,49,complete,1,legit
USS-2F644795,254159145671,359158552332090,639-02-6158-84889,*334#,2025-01-20T01:31:00Z,5,"[10, 10, 20, 10, 10]",16.0,12.0,main>send_money>number>amount>pin>confirm,1.0,70,complete,1,legit
USS-823354FB,254061832531,356218257646920,639-02-2151-73236,*334#,2025-02-26T19:25:00Z,5,"[13, 18, 37, 15, 11]",88.16,18.8,main>send_money>number>amount>pin>confirm,1.0,104,complete,1,legit
USS-BC1669A4,254172848045,356947659169698,639-02-6292-74701,*334#,2025-02-21T15:37:00Z,7,"[15, 13, 28, 20, 14, 16, 18]",22.49,17.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,138,complete,1,legit
USS-2287EBAF,254758560855,359848216778296,639-02-4894-88615,*334#,2025-02-21T01:21:00Z,5,"[13, 14, 32, 14, 21]",51.76,18.8,main>send_money>number>amount>pin>confirm,1.0,104,complete,1,legit
USS-BDF4DC41,254172976240,354762130823454,639-02-7301-87241,*334#,2025-01-27T02:33:00Z,7,"[16, 13, 44, 15, 16, 17, 16]",100.82,19.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,151,complete,1,legit
USS-32D54742,254013015072,358355220323447,639-02-9503-23553,*334#,2025-01-12T08:17:00Z,5,"[20, 18, 19, 14, 19]",4.4,18.0,main>send_money>number>amount>pin>confirm,1.0,100,complete,1,legit
USS-E87FAB4D,254792835475,358529309003298,639-02-4556-81449,*334#,2025-03-01T12:58:00Z,3,"[23, 20, 18]",4.22,20.3,main>my_account>balance,1.0,67,complete,1,legit
USS-08E48F92,254010845293,358780570228817,639-02-8645-32360,*334#,2025-02-23T14:42:00Z,7,"[34, 21, 24, 27, 28, 30, 35]",21.96,28.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,213,complete,1,legit
USS-3994FF97,254052567530,355477756974989,639-02-5559-37973,*334#,2025-02-27T11:46:00Z,5,"[20, 24, 64, 20, 22]",291.2,30.0,main>send_money>number>amount>pin>confirm,1.0,160,user_cancel,1,legit
USS-15156D62,254070757287,356460580889227,639-02-4858-37842,*334#,2025-01-15T01:31:00Z,3,"[11, 13, 14]",1.56,12.7,main>my_account>balance,1.0,44,complete,1,legit
USS-65AB7D82,254135320475,356752153036854,639-02-4001-79865,*334#,2025-03-01T15:01:00Z,3,"[13, 16, 18]",4.22,15.7,main>my_account>balance,1.0,53,complete,1,legit
USS-218A43F9,254164603830,353980675786167,639-02-5930-85035,*334#,2025-02-16T19:39:00Z,5,"[19, 31, 18, 27, 16]",33.36,22.2,main>send_money>number>amount>pin>confirm,1.0,121,complete,1,legit
USS-746A1500,254015472875,357356760256019,639-02-9367-99723,*334#,2025-01-21T05:47:00Z,7,"[7, 8, 22, 6, 13, 9, 8]",26.53,10.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,87,complete,1,legit
USS-CE644CC6,254751579050,353267416669020,639-02-5099-23203,*334#,2025-02-12T15:52:00Z,5,"[23, 18, 25, 21, 20]",5.84,21.4,main>send_money>number>amount>pin>confirm,1.0,117,complete,1,legit
USS-42CD2B76,254097169830,357823873027468,639-02-5177-98914,*334#,2025-02-09T16:31:00Z,5,"[7, 8, 14, 10, 6]",8.0,9.0,main>send_money>number>amount>pin>confirm,1.0,55,user_cancel,1,legit
USS-CFA5052B,254057496210,355486674452126,639-02-2153-53328,*334#,2025-01-04T07:17:00Z,7,"[27, 24, 69, 24, 28, 26, 27]",228.41,32.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,239,complete,1,legit
USS-B37813ED,254133935673,357257843210203,639-02-7925-31866,*334#,2025-02-26T19:15:00Z,3,"[10, 15, 14]",4.67,13.0,main>my_account>balance>pin,1.0,45,complete,2,fraud
USS-455BD4FB,254133935673,357257843210203,639-02-7925-31866,*334#,2025-02-26T19:16:43Z,5,"[11, 12, 33, 27, 12]",84.4,19.0,main>send_money>number>amount>pin>confirm,1.0,105,complete,1,fraud
USS-467F65B5,254133935673,357257843210203,639-02-7925-31866,*334#,2025-02-26T19:19:09Z,5,"[9, 17, 14, 16, 10]",10.16,13.2,main>send_money>number>amount>pin>confirm,1.0,76,complete,1,fraud
USS-CCF83C65,254010243475,359997501538195,639-02-5551-16809,*334#,2025-01-08T05:38:00Z,3,"[22, 26, 27]",4.67,25.0,main>my_account>balance,1.0,81,complete,1,legit
USS-1C7D3D63,254775727222,356451616881149,639-02-4953-48954,*334#,2025-02-05T04:35:00Z,5,"[18, 15, 37, 19, 18]",62.64,21.4,main>send_money>number>amount>pin>confirm,1.0,117,complete,1,legit
USS-DF300083,254065220759,352881912980110,639-02-7081-38178,*334#,2025-01-09T22:15:00Z,5,"[12, 8, 28, 7, 7]",64.24,12.4,main>send_money>number>amount>pin>confirm,1.0,72,complete,1,legit
USS-52E0D1EE,254084906573,353281143894915,639-02-6843-29307,*334#,2025-01-10T22:40:00Z,5,"[12, 7, 13, 13, 8]",6.64,10.6,main>send_money>number>amount>pin>confirm,1.0,63,complete,1,legit
USS-DE58BDA6,254745467104,354845913017416,639-02-8625-20908,*334#,2025-02-02T19:41:00Z,7,"[10, 8, 18, 8, 9, 12, 8]",11.39,10.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,87,timeout,1,legit
USS-064130DC,254095615551,358349707175570,639-02-9625-36381,*334#,2025-03-03T11:27:00Z,5,"[17, 16, 40, 15, 19]",88.24,21.4,main>send_money>number>amount>pin>confirm,1.0,117,complete,2,legit
USS-13B8E570,254126375216,358233440681988,639-02-9767-64570,*334#,2025-01-30T13:31:00Z,5,"[8, 7, 6, 8, 8]",0.64,7.4,main>send_money>number>amount>pin>confirm,1.0,47,complete,1,legit
USS-E6CE356E,254172402262,359133322876451,639-02-7597-47649,*334#,2025-02-13T18:34:00Z,3,"[11, 14, 11]",2.0,12.0,main>my_account>balance,1.0,42,user_cancel,1,legit
USS-6993C898,254183569524,355424114630418,639-02-6913-16422,*334#,2025-02-19T00:12:00Z,3,"[7, 10, 8]",1.56,8.3,main>my_account>balance,1.0,31,complete,1,legit
USS-1B4B855E,254162477961,356393997734347,639-02-9568-59943,*334#,2025-02-10T13:55:00Z,7,"[28, 25, 48, 23, 17, 20, 16]",101.63,25.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,191,user_cancel,1,legit
USS-107F98E5,254156922553,359600716459644,639-02-7353-22015,*334#,2025-02-05T09:09:00Z,5,"[17, 18, 44, 18, 21]",105.84,23.6,main>send_money>number>amount>pin>confirm,1.0,128,complete,1,legit
USS-4F127E19,254064728095,359956163888694,639-02-2060-97456,*334#,2025-01-20T16:44:00Z,5,"[10, 12, 30, 12, 9]",60.64,14.6,main>send_money>number>amount>pin>confirm,1.0,83,complete,1,legit
USS-85D1D836,254059678543,354608185520119,639-02-8314-12100,*334#,2025-02-05T12:30:00Z,7,"[15, 17, 13, 23, 24, 24, 19]",17.35,19.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,149,complete,1,legit
USS-6C55C14E,254014562761,358307216204748,639-02-8630-44511,*334#,2025-02-27T03:35:00Z,5,"[17, 14, 11, 17, 10]",8.56,13.8,main>send_money>number>amount>pin>confirm,1.0,79,complete,1,legit
USS-5203C1FD,254783605751,354097319507125,639-02-9901-27692,*334#,2025-02-22T05:19:00Z,7,"[6, 8, 6, 6, 7, 8, 6]",0.78,6.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,61,complete,1,legit
USS-346E1A32,254761633026,352034143273679,639-02-7649-71187,*334#,2025-01-09T17:40:00Z,5,"[14, 9, 21, 9, 8]",23.76,12.2,main>send_money>number>amount>pin>confirm,1.0,71,complete,1,legit
USS-C2298C12,254187153568,355188917743920,639-02-5250-11299,*334#,2025-02-12T03:33:00Z,7,"[6, 7, 19, 8, 6, 5, 8]",19.67,8.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,73,complete,1,legit
USS-FBECD0E2,254736510827,352839717486482,639-02-9451-28517,*334#,2025-01-02T20:15:00Z,3,"[13, 11, 12]",0.67,12.0,main>my_account>balance,1.0,42,complete,1,legit
USS-781BC892,254160554581,359737945643254,639-02-9816-12752,*334#,2025-02-22T14:38:00Z,5,"[15, 13, 22, 11, 14]",14.0,15.0,main>send_money>number>amount>pin>confirm,1.0,85,complete,1,legit
USS-B046EDF6,254191423323,352082056460543,639-02-6257-38605,*334#,2025-01-30T12:29:00Z,3,"[6, 4, 8]",2.67,6.0,main>my_account>balance>pin,1.0,24,complete,1,fraud
USS-171D0ECB,254191423323,352082056460543,639-02-6257-38605,*334#,2025-01-30T12:29:30Z,5,"[5, 4, 5, 8, 8]",2.8,6.0,main>send_money>number>amount>pin>confirm,1.0,40,complete,1,fraud
USS-E863B982,254191423323,352082056460543,639-02-6257-38605,*334#,2025-01-30T12:31:03Z,5,"[5, 7, 8, 4, 6]",2.0,6.0,main>send_money>number>amount>pin>confirm,1.0,40,complete,1,fraud
USS-A24B256C,254731971822,355469085155024,639-02-9675-49382,*334#,2025-03-02T12:09:00Z,5,"[12, 13, 18, 10, 10]",8.64,12.6,main>send_money>number>amount>pin>confirm,1.0,73,complete,1,legit
USS-D4607AB8,254716081054,356336092267572,639-02-9718-32426,*334#,2025-02-08T17:41:00Z,7,"[22, 19, 27, 21, 24, 17, 29]",15.63,22.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,173,complete,1,legit
USS-417E7493,254730270349,354000882059657,639-02-3782-41462,*334#,2025-01-26T01:36:00Z,5,"[29, 27, 51, 30, 19]",112.96,31.2,main>send_money>number>amount>pin>confirm,1.0,166,complete,1,legit
USS-E22CE87D,254716103064,353545901411112,639-02-4837-40896,*334#,2025-01-18T20:20:00Z,7,"[12, 16, 11, 14, 10, 13, 15]",4.0,13.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,105,complete,1,legit
USS-77593C6B,254154080312,354640202957885,639-02-1032-30075,*334#,2025-02-11T15:32:00Z,7,"[16, 10, 33, 16, 17, 15, 12]",48.0,17.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,133,complete,1,legit
USS-B81EC03E,254790776028,359507169466361,639-02-8636-10686,*334#,2025-01-16T20:11:00Z,7,"[20, 19, 44, 18, 12, 23, 17]",91.27,21.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,167,complete,1,legit
USS-BBA9B0AF,254728095524,357497252555311,639-02-2264-62003,*334#,2025-02-21T19:31:00Z,7,"[13, 12, 13, 15, 19, 22, 22]",16.24,16.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,130,complete,1,legit
USS-A9CCFEB5,254010959836,353893082177063,639-02-8340-69992,*334#,2025-02-26T05:35:00Z,7,"[14, 13, 8, 15, 14, 17, 14]",6.53,13.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,109,complete,1,legit
USS-D2A21663,254114507892,355361319765242,639-02-8982-77136,*334#,2025-01-26T04:50:00Z,5,"[10, 11, 14, 16, 12]",4.64,12.6,main>send_money>number>amount>pin>confirm,1.0,73,complete,1,legit
USS-0B3C7C4B,254771840329,358253375323642,639-02-2230-94024,*334#,2025-02-01T21:34:00Z,5,"[9, 15, 16, 15, 9]",9.76,12.8,main>send_money>number>amount>pin>confirm,1.0,74,user_cancel,2,legit
USS-3A842936,254765586999,355262235776515,639-02-1808-79651,*334#,2025-01-08T04:36:00Z,7,"[11, 8, 8, 11, 8, 6, 8]",2.82,8.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,74,complete,1,legit
USS-6080434F,254789246259,3528949163804239,639-02-5171-66938,*334#,2025-01-28T19:08:00Z,3,"[16, 14, 16]",0.89,15.3,main>my_account>balance>pin,1.0,52,complete,1,fraud
USS-794F68EA,254789246259,3528949163804239,639-02-5171-66938,*334#,2025-01-28T19:09:33Z,5,"[10, 13, 14, 8, 11]",4.56,11.2,main>send_money>number>amount>pin>confirm,1.0,66,complete,1,fraud
USS-0D645C38,254789246259,3528949163804239,639-02-5171-66938,*334#,2025-01-28T19:11:02Z,5,"[8, 17, 9, 14, 10]",11.44,11.6,main>send_money>number>amount>pin>confirm,1.0,68,complete,1,fraud
USS-DD84FBD4,254032427510,359245442349056,639-02-3150-77151,*334#,2025-01-08T06:31:00Z,3,"[13, 12, 10]",1.56,11.7,main>my_account>balance,1.0,41,complete,1,legit
USS-1FE1B835,254741439135,359586860163027,639-02-5800-12323,*334#,2025-02-02T00:28:00Z,7,"[14, 23, 59, 25, 24, 27, 22]",177.63,27.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,208,complete,1,legit
USS-78325707,254712630040,357201248379915,639-02-2751-12501,*334#,2025-01-31T11:41:00Z,5,"[14, 16, 13, 17, 16]",2.16,15.2,main>send_money>number>amount>pin>confirm,1.0,86,complete,1,legit
USS-D29A0AA8,254193071345,353587093509369,639-02-5831-98834,*334#,2025-01-06T11:43:00Z,3,"[30, 27, 29]",1.56,28.7,main>my_account>balance,1.0,92,complete,1,legit
USS-7CA0583B,254730313873,354946944101859,639-02-9272-93627,*334#,2025-01-21T10:10:00Z,5,"[29, 23, 41, 28, 27]",36.64,29.6,main>send_money>number>amount>pin>confirm,1.0,158,complete,1,legit
USS-4B52DB7C,254019176934,357770130861902,639-02-1048-79259,*334#,2025-03-02T19:38:00Z,7,"[31, 32, 35, 30, 29, 30, 28]",4.49,30.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,229,complete,1,legit
USS-BE1DDD99,254014803586,357667891704594,639-02-1694-29423,*334#,2025-02-15T01:52:00Z,7,"[16, 14, 40, 12, 15, 17, 13]",82.12,18.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,141,complete,1,legit
USS-4377B159,254162869200,352056625650164,639-02-1092-55999,*334#,2025-02-12T05:02:00Z,5,"[21, 20, 44, 24, 24]",78.24,26.6,main>send_money>number>amount>pin>confirm,1.0,143,complete,1,legit
USS-7FAA0380,254799704057,356763769971860,639-02-4892-38579,*334#,2025-01-30T14:05:00Z,7,"[16, 14, 18, 15, 21, 29, 24]",25.39,19.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,151,complete,1,legit
USS-7567BF9A,254733874799,359407403730653,639-02-4253-92455,*334#,2025-02-20T16:35:00Z,5,"[27, 21, 58, 27, 14]",227.44,29.4,main>send_money>number>amount>pin>confirm,1.0,157,user_cancel,1,legit
USS-3C7B9DE2,254731406422,352257338098238,639-02-6473-14638,*334#,2025-02-24T06:19:00Z,7,"[7, 7, 9, 7, 10, 8, 7]",1.27,7.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,69,complete,1,legit
USS-4CB0634A,254726244691,359552836930920,639-02-8208-54641,*334#,2025-01-28T05:05:00Z,7,"[14, 15, 36, 14, 15, 17, 12]",58.53,17.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,137,complete,1,legit
USS-F166A1E6,254722418252,355465525921761,639-02-2457-82309,*334#,2025-01-27T22:37:00Z,5,"[12, 11, 32, 15, 17]",57.84,17.4,main>send_money>number>amount>pin>confirm,1.0,97,complete,1,legit
USS-A8F6D680,254118351341,355694554039150,639-02-3447-41974,*334#,2025-01-16T01:34:00Z,3,"[13, 16, 6]",17.56,11.7,main>my_account>balance,1.0,41,complete,1,legit
USS-479F46A0,254740586775,354642408583311,639-02-2021-98996,*334#,2025-02-12T12:05:00Z,7,"[14, 16, 28, 13, 14, 9, 12]",31.55,15.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,120,complete,1,legit
USS-5910750C,254046706323,353361972459308,639-02-9425-90703,*334#,2025-02-20T15:47:00Z,7,"[16, 22, 47, 22, 25, 23, 19]",88.98,24.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,188,complete,1,legit
USS-9C81EA18,254132955849,353148288617349,639-02-1551-84740,*334#,2025-01-26T19:52:00Z,7,"[14, 20, 34, 22, 18, 14, 15]",42.82,19.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,151,complete,2,legit
USS-24D66F22,254168514368,356277056372749,639-02-3566-34113,*334#,2025-02-01T04:08:00Z,5,"[11, 10, 27, 7, 10]",50.8,13.0,main>send_money>number>amount>pin>confirm,1.0,75,complete,1,legit
USS-3CBEEE2A,254183631347,356117904512574,639-02-1909-86174,*334#,2025-02-02T18:22:00Z,5,"[6, 7, 15, 9, 6]",11.44,8.6,main>send_money>number>amount>pin>confirm,1.0,53,complete,1,legit
USS-C0D1F251,254061935603,359651001670019,639-02-5117-28696,*334#,2025-03-03T17:36:00Z,5,"[16, 10, 36, 22, 16]",78.4,20.0,main>send_money>number>amount>pin>confirm,1.0,110,complete,1,legit
USS-60096E81,254738421699,358595788747390,639-02-9742-81668,*334#,2025-01-06T02:33:00Z,5,"[21, 15, 45, 19, 23]",111.04,24.6,main>send_money>number>amount>pin>confirm,1.0,133,complete,1,legit
USS-5A659675,254023957410,356944284395718,639-02-7108-60819,*334#,2025-02-12T06:50:00Z,7,"[10, 10, 20, 10, 12, 10, 10]",11.92,11.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,96,complete,1,legit
USS-EACE547C,254024306098,356595502767052,639-02-3693-54426,*334#,2025-02-26T09:42:00Z,5,"[6, 7, 15, 6, 7]",11.76,8.2,main>send_money>number>amount>pin>confirm,1.0,51,complete,1,legit
USS-0E6A8ABB,254081086855,353022752883899,639-02-1297-40174,*334#,2025-01-09T14:40:00Z,5,"[12, 7, 28, 10, 11]",54.64,13.6,main>send_money>number>amount>pin>confirm,1.0,78,complete,2,legit
USS-9EA6256F,254041112399,356199787048766,639-02-5341-99927,*334#,2025-02-07T13:20:00Z,7,"[11, 9, 11, 6, 10, 9, 7]",3.14,9.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,77,complete,1,legit
USS-86A9821F,254053028578,3528949163804239,639-02-2714-65716,*334#,2025-02-28T05:22:00Z,3,"[13, 16, 10]",6.0,13.0,main>my_account>balance>pin,1.0,45,complete,1,fraud
