msisdn,label,archetype,risk_score,action,triggered_combos,time_to_first_min,imei_swap_corr,imei_cardinality,avg_dwell_variance,intent_purity,max_drain_ratio,cumulative_drain,all_recipients_unknown,non_financial_count,displacement_km,agent_risk,txn_velocity,time_of_day_risk,device_familiarity
254152303952,fraud,normal,3,T0_ALLOW,,2160.0,0.01,2,0.4,0.2,0.228,0.228,False,4,0.8,0.41,0.028,0.25,0.567
254789352407,legit,new_recipient,4,T0_ALLOW,,1020.0,0.06,1,33.04,0.2,0.222,0.222,True,4,0.6,0.38,0.059,0.2,0.982
254156722111,legit,power_user,8,T0_ALLOW,,160.0,0.12,2,0.53,0.062,0.105,0.105,False,15,1.8,0.11,0.375,0.3,0.934
254078196631,legit,rural_shared,11,T0_ALLOW,,60.0,0.06,5,6.24,0.091,0.085,0.085,False,10,0.9,0.37,1.0,0.3,0.462
254063718989,legit,normal,0,T0_ALLOW,,4020.0,0.0,0,39.04,0.062,0.282,0.282,False,15,0.7,0.37,0.015,0.25,0.63
254157797983,legit,normal,0,T0_ALLOW,,2400.0,0.0,1,127.84,0.077,0,0,False,12,2.1,0.04,0.0,0.17,1.0
254190723740,legit,new_recipient,4,T0_ALLOW,,2100.0,0.0,0,121.36,0.143,0.245,0.245,True,6,276.7,0.19,0.029,0.7,0.63
254137240069,legit,urgent_mobile_money,16,T0_ALLOW,,24.0,0.09,2,10.0,0.333,0.199,0.199,False,2,439.7,0.37,2.5,0.3,0.543
254031426021,legit,new_recipient,3,T0_ALLOW,,1440.0,0.11,1,0.67,0.2,0,0,False,4,0.3,0.68,0.0,0.7,0.967
254755145903,legit,new_recipient,5,T0_ALLOW,,2640.0,0.03,1,0.22,0.167,0.263,0.263,True,5,1.4,0.2,0.023,0.9,0.991
254075183865,legit,new_recipient,4,T0_ALLOW,,2760.0,0.11,1,62.24,0.083,0.12,0.12,True,11,1.2,0.33,0.022,0.9,0.567
254747010626,legit,new_recipient,4,T0_ALLOW,,2220.0,0.1,2,2.89,0.091,0.08,0.08,True,10,2.3,0.52,0.027,0.32,0.54
254747511558,fraud,clean_device,100,T4_FREEZE,BETA|DELTA|EPSILON|ZETA,11.0,0.0,1,2.57,1.0,0.933,0.933,True,0,326.3,0.77,5.455,0.3,0.6
254736715441,legit,normal,2,T0_ALLOW,,2520.0,0.11,1,1.96,0.083,0.174,0.174,False,11,2.3,0.38,0.024,0.3,0.967
254183191766,legit,urgent_mobile_money,30,T1_OBSERVE,,27.0,0.01,2,7.14,1.0,0.13,0.13,True,0,2.1,0.39,2.222,0.3,0.567
254156443299,legit,normal,2,T0_ALLOW,,1500.0,0.07,2,1.84,0.111,0,0,False,8,2.2,0.34,0.0,0.7,0.949
254760617891,legit,normal,2,T0_ALLOW,,2220.0,0.01,2,0.82,0.143,0.044,0.044,False,6,1.7,0.07,0.027,0.4,0.967
254023093458,legit,power_user,6,T0_ALLOW,,233.0,0.04,2,18.2,0.167,0.157,0.157,False,5,2.0,0.25,0.258,0.9,0.558
254786575617,legit,normal,0,T0_ALLOW,,1320.0,0.06,2,26.78,0.143,0.142,0.142,False,6,1.5,0.37,0.045,0.25,0.952
254078933524,legit,new_recipient,4,T0_ALLOW,,1860.0,0.02,1,162.12,0.083,0.053,0.053,True,11,2.3,0.33,0.032,0.9,0.594
254769680995,legit,normal,2,T0_ALLOW,,1800.0,0.0,1,303.44,0.062,0.131,0.131,False,15,2.3,0.42,0.033,0.9,0.6
254055327971,legit,urgent_mobile_money,27,T1_OBSERVE,,14.0,0.1,2,1.76,0.333,0.407,0.407,False,2,1.8,0.14,4.286,0.7,0.54
254716938384,legit,rural_shared,2,T0_ALLOW,,1740.0,0.0,3,4.67,0.1,0.046,0.046,False,9,2.5,0.21,0.034,0.35,0.54
254048369920,legit,rural_shared,9,T0_ALLOW,,180.0,0.04,3,151.39,0.333,0.166,0.166,False,2,1.0,0.39,0.333,0.9,0.528
254031532516,legit,new_recipient,3,T0_ALLOW,,1680.0,0.11,1,74.57,0.083,0.201,0.201,True,11,1.4,0.15,0.036,0.7,0.567
254117579779,legit,new_recipient,2,T0_ALLOW,,2040.0,0.03,2,20.69,0.077,0.193,0.193,True,12,2.1,0.29,0.029,0.3,0.961
254081833055,legit,new_recipient,5,T0_ALLOW,,720.0,0.1,2,26.8,0.083,0.212,0.212,True,11,0.3,0.29,0.083,0.27,0.54
254773254835,legit,normal,0,T0_ALLOW,,1800.0,0.06,1,25.84,0.083,0.098,0.098,False,11,0.6,0.25,0.033,0.25,0.982
254779565319,legit,rural_shared,11,T0_ALLOW,,60.0,0.1,5,16.78,0.091,0.277,0.277,False,10,2.1,0.05,1.0,0.7,0.45
254790183163,legit,new_recipient,3,T0_ALLOW,,2040.0,0.05,2,21.67,0.083,0.084,0.084,True,11,1.4,0.38,0.029,0.17,0.555
254080001858,legit,normal,1,T0_ALLOW,,300.0,0.11,2,15.6,0.143,0.037,0.037,False,6,2.4,0.3,0.2,0.9,0.937
254097637362,legit,normal,0,T0_ALLOW,,2880.0,0.09,1,11.06,0.125,0.157,0.157,False,7,2.2,0.42,0.021,0.35,0.973
254178693412,legit,normal,0,T0_ALLOW,,3420.0,0.05,2,26.69,0.125,0.267,0.267,False,7,2.4,0.52,0.018,0.7,0.955
254185129195,legit,power_user,12,T0_ALLOW,,233.0,0.12,1,6.96,0.167,0.166,0.166,True,5,2.0,0.15,0.258,0.2,0.564
254146575546,fraud,clean_device,100,T4_FREEZE,DELTA|EPSILON|ZETA,19.0,0.0,1,3.06,1.0,0.839,0.839,True,0,543.9,0.81,3.158,0.7,0.6
254180878871,legit,normal,5,T0_ALLOW,,1860.0,0.0,2,0.22,0.083,0.245,0.245,True,11,2.7,0.36,0.032,0.38,0.57
254128925948,legit,normal,0,T0_ALLOW,,600.0,0.06,1,13.1,0.167,0.098,0.098,False,5,1.8,0.06,0.1,0.7,0.982
254016747830,legit,clean_device,100,T4_FREEZE,BETA|DELTA|EPSILON|ZETA,5.0,0.0,1,0.31,1.0,0.83,0.949,True,0,271.7,0.52,20.0,0.2,0.6
254135381133,legit,urgent_mobile_money,22,T1_OBSERVE,,21.0,0.01,1,18.86,1.0,0.189,0.189,False,0,1.2,0.2,2.857,0.27,0.597
254795775328,legit,power_user,8,T0_ALLOW,,168.0,0.11,1,19.1,0.143,0.088,0.088,False,6,1.5,0.09,0.357,0.9,0.567
254781302984,fraud,social_engineering_pretext,27,T1_OBSERVE,,37.0,0.0,1,19.73,0.286,0.791,0.791,True,5,1.5,0.37,1.622,0.9,0.6
254045543027,legit,normal,3,T0_ALLOW,,3000.0,0.01,1,1.04,0.1,0.216,0.216,False,9,1.4,0.43,0.02,0.9,0.997
254739903538,legit,rural_shared,3,T0_ALLOW,,1800.0,0.09,5,28.64,0.167,0.079,0.079,False,5,2.3,0.41,0.033,0.3,0.453
254195266441,legit,power_user,18,T0_ALLOW,,53.0,0.03,2,12.24,0.05,0.098,0.098,True,19,0.6,0.39,1.132,0.35,0.961
254097968029,legit,normal,5,T0_ALLOW,,2340.0,0.06,1,0.67,0.2,0.045,0.045,True,4,1.2,0.3,0.026,0.32,0.582
254012589553,legit,emergency_drain,21,T1_OBSERVE,,20.0,0.1,2,47.1,0.333,0.854,0.854,False,2,1.6,0.41,3.0,0.27,0.54
254078996447,legit,normal,8,T0_ALLOW,,480.0,0.01,2,14.98,0.167,0.114,0.114,True,5,1.8,0.34,0.125,0.27,0.567
254175127695,fraud,local_insider,39,T1_OBSERVE,,31.0,0.35,3,3.19,0.5,0.744,0.875,True,3,2.7,0.56,3.871,0.7,0.435
254098975348,legit,new_recipient,2,T0_ALLOW,,1440.0,0.08,2,221.6,0.2,0,0,False,4,127.6,0.21,0.0,0.7,0.546
254181990338,legit,normal,0,T0_ALLOW,,2640.0,0.02,1,148.57,0.071,0.196,0.196,False,13,0.2,0.29,0.023,0.7,0.594
254057278203,legit,normal,0,T0_ALLOW,,3480.0,0.07,2,77.55,0.1,0.045,0.045,False,9,1.4,0.31,0.017,0.2,0.549
254092747156,legit,normal,1,T0_ALLOW,,300.0,0.02,1,35.76,0.067,0.149,0.149,False,14,2.5,0.4,0.2,0.35,0.594
254786556520,legit,urgent_mobile_money,15,T0_ALLOW,,32.0,0.12,1,20.24,0.5,0.405,0.405,False,1,2.7,0.22,1.875,0.25,0.564
254797266687,legit,normal,6,T0_ALLOW,,300.0,0.07,1,22.96,0.143,0.021,0.021,True,6,2.3,0.25,0.2,0.7,0.979
254177701681,legit,power_user,16,T0_ALLOW,,194.0,0.0,2,2.89,0.05,0.175,0.175,True,19,1.7,0.2,0.309,0.32,0.57
254151251325,legit,new_recipient,72,T3_STEP_UP,EPSILON,3.0,0.27,2,19.76,0.167,0.891,0.891,True,5,176.2,0.07,10.0,0.25,0.889
254140529025,legit,rural_shared,3,T0_ALLOW,,1620.0,0.0,0,40.0,0.125,0.061,0.061,True,7,1.2,0.05,0.037,0.25,0.63
254070647554,legit,normal,2,T0_ALLOW,,3120.0,0.04,1,35.55,0.067,0.748,0.748,False,14,1.7,0.27,0.019,0.7,0.588
254194551241,legit,power_user,5,T0_ALLOW,,105.0,0.16,1,26.12,0.053,0,0,False,18,2.1,0.05,0.0,0.7,0.552
254157060519,legit,power_user,3,T0_ALLOW,,240.0,0.01,1,2.78,0.091,0.116,0.116,False,10,2.5,0.17,0.25,0.4,0.997
254748917348,legit,new_recipient,4,T0_ALLOW,,1560.0,0.05,2,6.22,0.2,0.168,0.168,True,4,2.0,0.3,0.038,0.9,0.555
254045643331,legit,normal,1,T0_ALLOW,,3180.0,0.01,1,6.89,0.111,0.251,0.251,False,8,1.3,0.44,0.019,0.9,0.997
254792365375,legit,normal,1,T0_ALLOW,,3960.0,0.02,2,4.8,0.125,0.108,0.108,False,7,2.5,0.1,0.015,0.35,0.964
254785592100,legit,new_recipient,11,T0_ALLOW,,240.0,0.02,2,2.89,0.143,0.216,0.216,True,6,2.6,0.34,0.25,0.9,0.964
254082972524,legit,new_recipient,2,T0_ALLOW,,2340.0,0.05,1,41.06,0.143,0.185,0.185,True,6,0.5,0.4,0.026,0.25,0.985
254091197532,legit,rural_shared,6,T0_ALLOW,,2220.0,0.05,4,28.8,0.125,0.228,0.228,True,7,702.0,0.39,0.027,0.17,0.495
254123983464,legit,rural_shared,4,T0_ALLOW,,1140.0,0.09,3,42.24,0.25,0.15,0.15,False,3,272.0,0.29,0.053,0.35,0.513
254079161209,legit,normal,0,T0_ALLOW,,4260.0,0.17,2,26.0,0.067,0.212,0.212,False,14,2.1,0.14,0.014,0.9,0.919
254156488276,legit,normal,3,T0_ALLOW,,2640.0,0.07,1,8.22,0.062,0.111,0.111,True,15,2.1,0.43,0.023,0.32,0.579
254736004749,legit,normal,0,T0_ALLOW,,1260.0,0.09,1,62.53,0.083,0.075,0.075,False,11,2.4,0.33,0.048,0.7,0.973
254137930758,legit,new_recipient,62,T3_STEP_UP,EPSILON,120.0,0.02,2,32.0,1.0,0.868,0.868,True,0,598.2,0.04,0.5,0.17,0.564
254123777918,legit,normal,3,T0_ALLOW,,3120.0,0.04,1,60.78,0.083,0.295,0.295,True,11,2.3,0.3,0.019,0.9,0.988
254199286698,legit,normal,2,T0_ALLOW,,3720.0,0.02,1,0.89,0.125,0.026,0.026,False,7,1.2,0.32,0.016,0.38,0.594
254113758997,fraud,normal,3,T0_ALLOW,,2040.0,0.08,1,0.22,0.167,0.096,0.096,False,5,1.5,0.18,0.029,0.9,0.576
254081836038,legit,urgent_mobile_money,21,T1_OBSERVE,,39.0,0.17,2,18.56,0.25,0.133,0.133,True,3,0.8,0.11,1.538,0.7,0.519
254133413221,legit,emergency_drain,16,T0_ALLOW,,22.0,0.04,1,6.86,0.25,0.77,0.77,False,3,1.5,0.43,2.727,0.17,0.588
254734144283,legit,power_user,5,T0_ALLOW,,81.0,0.1,2,17.36,0.111,0.096,0.096,False,8,2.1,0.55,0.741,0.9,0.94
254084453216,legit,new_recipient,3,T0_ALLOW,,2760.0,0.01,1,20.4,0.077,0.216,0.216,True,12,1.3,0.41,0.022,0.4,0.597
254095194063,legit,new_recipient,5,T0_ALLOW,,960.0,0.07,2,41.67,0.077,0.309,0.309,True,12,2.1,0.16,0.062,0.7,0.549
254718154216,legit,emergency_drain,12,T0_ALLOW,,64.0,0.11,2,17.76,0.25,0.863,0.863,False,3,2.2,0.07,0.938,0.4,0.537
254781695821,legit,new_recipient,0,T0_ALLOW,,1800.0,0.07,1,74.96,0.077,0,0,False,12,0.9,0.03,0.0,0.22,0.579
254719465605,legit,power_user,12,T0_ALLOW,,228.0,0.11,2,5.84,0.077,0.142,0.142,True,12,2.1,0.38,0.263,0.9,0.937
254780466023,legit,urgent_mobile_money,19,T0_ALLOW,,27.0,0.09,1,2.82,0.5,0.107,0.107,False,1,1.7,0.41,2.222,0.25,0.573
254189613091,legit,normal,0,T0_ALLOW,,3000.0,0.01,2,10.96,0.143,0.138,0.138,False,6,1.2,0.32,0.02,0.32,0.967
254177987641,legit,urgent_mobile_money,29,T1_OBSERVE,,13.0,0.03,2,8.22,0.25,0.22,0.22,True,3,1.9,0.33,4.615,0.27,0.561
254047660137,legit,normal,11,T0_ALLOW,,180.0,0.04,1,6.22,0.143,0.874,0.874,False,6,2.3,0.2,0.333,0.4,0.588
254159145671,legit,normal,0,T0_ALLOW,,1980.0,0.06,2,16.0,0.091,0.152,0.152,False,10,0.2,0.08,0.03,0.3,0.552
254061832531,legit,normal,0,T0_ALLOW,,1500.0,0.06,1,88.16,0.067,0.184,0.184,False,14,1.9,0.13,0.04,0.25,0.582
254172848045,legit,new_recipient,2,T0_ALLOW,,1620.0,0.02,2,22.49,0.125,0.283,0.283,True,7,2.3,0.22,0.037,0.4,0.964
254758560855,legit,normal,0,T0_ALLOW,,2100.0,0.02,1,51.76,0.2,0.192,0.192,False,4,1.9,0.22,0.029,0.35,0.994
254172976240,legit,rural_shared,2,T0_ALLOW,,1500.0,0.12,3,100.82,0.091,0.221,0.221,False,10,2.4,0.24,0.04,0.9,0.504
254013015072,legit,rural_shared,1,T0_ALLOW,,2160.0,0.01,2,4.4,0.111,0.22,0.22,False,8,1.6,0.23,0.028,0.2,0.567
254792835475,legit,normal,4,T0_ALLOW,,720.0,0.04,2,4.22,0.25,0.099,0.099,False,3,1.1,0.13,0.083,0.9,0.558
254010845293,legit,new_recipient,10,T0_ALLOW,,660.0,0.09,1,21.96,0.1,0.256,0.256,True,9,2.1,0.2,0.091,0.9,0.573
254052567530,legit,new_recipient,3,T0_ALLOW,,480.0,0.03,1,291.2,0.167,0,0,False,5,1.9,0.35,0.0,0.9,0.591
254070757287,legit,normal,2,T0_ALLOW,,1440.0,0.09,1,1.56,0.067,0.292,0.292,False,14,0.9,0.09,0.042,0.9,0.973
254135320475,legit,new_recipient,7,T0_ALLOW,,1320.0,0.03,2,4.22,0.125,0.223,0.223,True,7,1.8,0.11,0.045,0.27,0.961
254164603830,legit,new_recipient,4,T0_ALLOW,,1200.0,0.07,2,33.36,0.077,0.109,0.109,True,12,1.8,0.28,0.05,0.7,0.949
254015472875,legit,power_user,8,T0_ALLOW,,125.0,0.1,1,26.53,0.077,0.117,0.117,False,12,0.4,0.15,0.48,0.9,0.57
254751579050,legit,new_recipient,5,T0_ALLOW,,1320.0,0.11,1,5.84,0.091,0.191,0.191,True,10,2.4,0.17,0.045,0.27,0.967
254097169830,legit,emergency_drain,10,T0_ALLOW,,84.0,0.09,1,8.0,0.5,0,0,False,1,504.6,0.39,0.0,0.32,0.573
254057496210,legit,normal,4,T0_ALLOW,,3120.0,0.0,0,228.41,0.071,0.231,0.231,True,13,2.1,0.1,0.019,0.9,0.63
254133935673,fraud,social_engineering_pretext,30,T1_OBSERVE,,19.0,0.0,1,33.08,0.333,0.783,0.909,True,6,1.9,0.31,6.316,0.25,0.6
254010243475,legit,normal,5,T0_ALLOW,,2940.0,0.02,1,4.67,0.2,0.108,0.108,True,4,1.8,0.44,0.02,0.9,0.594
254775727222,legit,new_recipient,10,T0_ALLOW,,660.0,0.01,2,62.64,0.083,0.218,0.218,True,11,2.3,0.13,0.091,0.27,0.567
254065220759,legit,urgent_mobile_money,21,T1_OBSERVE,,13.0,0.04,2,64.24,0.25,0.391,0.391,False,3,2.4,0.41,4.615,0.7,0.558
254084906573,legit,power_user,1,T0_ALLOW,,140.0,0.0,1,6.64,0.1,0.121,0.121,False,9,1.5,0.06,0.429,0.2,1.0
254745467104,legit,rural_shared,4,T0_ALLOW,,1380.0,0.07,4,11.39,0.143,0,0,False,6,1.7,0.33,0.0,0.2,0.489
254095615551,legit,new_recipient,4,T0_ALLOW,,2160.0,0.12,1,88.24,0.111,0.111,0.111,True,8,0.8,0.31,0.028,0.7,0.564
254126375216,legit,urgent_mobile_money,19,T0_ALLOW,,23.0,0.02,2,0.64,0.25,0.222,0.222,False,3,2.2,0.23,2.609,0.38,0.564
254172402262,legit,urgent_mobile_money,17,T0_ALLOW,,7.0,0.05,2,2.0,0.333,0,0,False,2,2.0,0.14,0.0,0.25,0.555
254183569524,legit,power_user,11,T0_ALLOW,,145.0,0.11,1,1.56,0.053,0.156,0.156,False,18,2.4,0.29,0.414,0.17,0.567
254162477961,legit,normal,1,T0_ALLOW,,2040.0,0.05,1,101.63,0.2,0,0,False,4,39.7,0.41,0.0,0.9,0.985
254156922553,legit,new_recipient,8,T0_ALLOW,,480.0,0.11,1,105.84,0.077,0.328,0.328,True,12,0.7,0.14,0.125,0.9,0.967
254064728095,legit,urgent_mobile_money,19,T0_ALLOW,,40.0,0.11,2,60.64,0.25,0.156,0.156,True,3,1.8,0.23,1.5,0.3,0.537
254059678543,legit,normal,0,T0_ALLOW,,4140.0,0.08,1,17.35,0.143,0.183,0.183,False,6,1.9,0.06,0.014,0.32,0.976
254014562761,legit,new_recipient,3,T0_ALLOW,,1620.0,0.05,2,8.56,0.2,0.249,0.249,True,4,0.6,0.55,0.037,0.9,0.955
254783605751,legit,power_user,17,T0_ALLOW,,108.0,0.0,0,0.78,0.167,0.072,0.072,False,5,262.1,0.27,0.556,0.9,0.63
254761633026,legit,emergency_drain,21,T1_OBSERVE,,74.0,0.05,1,23.76,0.5,0.947,0.947,True,1,2.0,0.36,0.811,0.3,0.585
254187153568,legit,normal,1,T0_ALLOW,,540.0,0.02,1,19.67,0.091,0.106,0.106,False,10,0.4,0.37,0.111,0.25,0.594
254736510827,legit,new_recipient,5,T0_ALLOW,,1860.0,0.01,1,0.67,0.125,0.169,0.169,True,7,1.5,0.07,0.032,0.38,0.997
254160554581,legit,normal,4,T0_ALLOW,,120.0,0.09,1,14.0,0.25,0.27,0.27,False,3,0.7,0.33,0.5,0.4,0.573
254191423323,fraud,clean_device,100,T4_FREEZE,BETA|DELTA|EPSILON|ZETA,13.0,0.0,1,2.49,1.0,0.916,0.991,True,0,369.4,0.83,9.231,0.4,0.6
254731971822,legit,normal,0,T0_ALLOW,,4080.0,0.09,2,8.64,0.143,0.06,0.06,False,6,2.6,0.29,0.015,0.3,0.543
254716081054,legit,rural_shared,3,T0_ALLOW,,2460.0,0.07,4,15.63,0.25,0.156,0.156,False,3,1.4,0.38,0.024,0.9,0.489
254730270349,legit,normal,0,T0_ALLOW,,1620.0,0.0,2,112.96,0.143,0.172,0.172,False,6,2.4,0.4,0.037,0.7,0.97
254716103064,legit,emergency_drain,31,T1_OBSERVE,,34.0,0.02,2,4.0,0.333,0.931,0.931,True,2,1.0,0.24,1.765,0.22,0.564
254154080312,legit,normal,0,T0_ALLOW,,4200.0,0.1,1,48.0,0.077,0.201,0.201,False,12,1.9,0.36,0.014,0.27,0.97
254790776028,legit,normal,0,T0_ALLOW,,1800.0,0.08,1,91.27,0.083,0.093,0.093,False,11,2.5,0.32,0.033,0.35,0.976
254728095524,legit,normal,0,T0_ALLOW,,3000.0,0.07,2,16.24,0.067,0.05,0.05,False,14,1.0,0.04,0.02,0.27,0.949
254010959836,legit,normal,0,T0_ALLOW,,3540.0,0.09,1,6.53,0.062,0.248,0.248,False,15,2.7,0.03,0.017,0.25,0.573
254114507892,legit,normal,7,T0_ALLOW,,180.0,0.03,2,4.64,0.2,0.216,0.216,False,4,1.5,0.37,0.333,0.9,0.961
254771840329,legit,new_recipient,12,T0_ALLOW,,3.0,0.03,2,9.76,0.1,0,0,False,9,1.1,0.37,0.0,0.17,0.961
254765586999,legit,power_user,18,T0_ALLOW,,132.0,0.09,2,2.82,0.05,0.121,0.121,True,19,2.3,0.26,0.455,0.9,0.543
254789246259,fraud,local_insider,29,T1_OBSERVE,,117.0,0.22,4,5.63,0.6,0.854,0.969,True,2,1.3,0.48,1.026,0.27,0.444
254032427510,legit,normal,2,T0_ALLOW,,2160.0,0.09,2,1.56,0.083,0.092,0.092,False,11,2.0,0.06,0.028,0.25,0.543
254741439135,legit,normal,19,T0_ALLOW,,12.0,0.02,2,177.63,0.5,0.142,0.142,False,1,2.0,0.2,5.0,0.9,0.964
254712630040,legit,normal,1,T0_ALLOW,,2700.0,0.05,1,2.16,0.167,0.127,0.127,False,5,1.5,0.33,0.022,0.35,0.585
254193071345,legit,rural_shared,24,T1_OBSERVE,,600.0,0.12,4,1.56,0.125,0.123,0.123,True,7,290.4,0.36,0.1,0.9,0.474
254730313873,legit,rural_shared,9,T0_ALLOW,,600.0,0.08,4,36.64,0.111,0.102,0.102,False,8,1.3,0.1,0.1,0.9,0.486
254019176934,legit,new_recipient,6,T0_ALLOW,,1200.0,0.08,1,4.49,0.1,0.314,0.314,True,9,2.3,0.04,0.05,0.7,0.976
254014803586,legit,normal,31,T1_OBSERVE,,3.0,0.07,1,82.12,1.0,0.082,0.082,False,0,1.9,0.07,10.0,0.9,0.579
254162869200,legit,normal,4,T0_ALLOW,,1560.0,0.1,2,78.24,0.125,0.209,0.209,True,7,1.9,0.31,0.038,0.9,0.54
254799704057,legit,normal,1,T0_ALLOW,,1200.0,0.05,1,25.39,0.111,0.051,0.051,False,8,1.7,0.11,0.05,0.25,0.585
254733874799,legit,rural_shared,2,T0_ALLOW,,1620.0,0.02,4,227.44,0.091,0,0,False,10,1.0,0.07,0.0,0.38,0.504
254731406422,legit,normal,4,T0_ALLOW,,3480.0,0.08,2,1.27,0.091,0.02,0.02,True,10,0.4,0.37,0.017,0.2,0.946
254726244691,legit,urgent_mobile_money,14,T0_ALLOW,,35.0,0.06,2,58.53,0.5,0.144,0.144,False,1,1.6,0.05,1.714,0.9,0.552
254722418252,legit,normal,0,T0_ALLOW,,3180.0,0.01,1,57.84,0.143,0.028,0.028,False,6,2.4,0.15,0.019,0.27,0.997
254118351341,legit,normal,1,T0_ALLOW,,2700.0,0.09,2,17.56,0.067,0.12,0.12,False,14,2.0,0.13,0.022,0.9,0.543
254740586775,legit,normal,1,T0_ALLOW,,1320.0,0.04,2,31.55,0.083,0.067,0.067,False,11,1.9,0.29,0.045,0.35,0.558
254046706323,legit,normal,2,T0_ALLOW,,720.0,0.2,2,88.98,0.077,0.077,0.077,False,12,1.7,0.06,0.083,0.9,0.51
254132955849,legit,normal,17,T0_ALLOW,,25.0,0.04,1,42.82,0.077,0.816,0.816,False,12,1.0,0.22,2.4,0.22,0.588
254168514368,legit,new_recipient,12,T0_ALLOW,,180.0,0.08,1,50.8,0.091,0.225,0.225,True,10,1.3,0.28,0.333,0.9,0.976
254183631347,legit,emergency_drain,10,T0_ALLOW,,85.0,0.08,2,11.44,0.2,0.694,0.694,False,4,1.2,0.42,0.706,0.3,0.546
254061935603,legit,normal,0,T0_ALLOW,,4200.0,0.01,1,78.4,0.083,0.295,0.295,False,11,2.0,0.11,0.014,0.22,0.997
254738421699,legit,new_recipient,10,T0_ALLOW,,600.0,0.07,1,111.04,0.167,0.284,0.284,True,5,1.0,0.33,0.1,0.3,0.579
254023957410,legit,normal,0,T0_ALLOW,,840.0,0.09,2,11.92,0.5,0.179,0.179,False,1,1.6,0.25,0.071,0.3,0.943
254024306098,legit,normal,0,T0_ALLOW,,780.0,0.06,1,11.76,0.125,0.214,0.214,False,7,0.1,0.18,0.077,0.2,0.982
254081086855,legit,normal,0,T0_ALLOW,,2700.0,0.05,1,54.64,0.25,0.178,0.178,False,3,2.2,0.07,0.022,0.27,0.585
254041112399,legit,new_recipient,4,T0_ALLOW,,1500.0,0.06,1,3.14,0.143,0.288,0.288,True,6,2.6,0.43,0.04,0.4,0.982
254053028578,fraud,local_insider,27,T1_OBSERVE,,147.0,0.27,5,5.2,0.333,0.522,0.522,True,4,1.4,0.61,0.408,0.9,0.399
254178961890,legit,power_user,8,T0_ALLOW,,57.0,0.01,2,6.69,0.077,0.177,0.177,False,12,1.9,0.18,1.053,0.25,0.967
254713689298,legit,normal,1,T0_ALLOW,,960.0,0.04,1,11.44,0.25,0.054,0.054,False,3,2.5,0.11,0.062,0.22,0.588
254125693618,legit,new_recipient,9,T0_ALLOW,,240.0,0.01,2,22.2,0.5,0.3,0.3,True,1,2.4,0.38,0.25,0.38,0.567
254717205673,legit,emergency_drain,73,T3_STEP_UP,DELTA,12.0,0.02,1,28.53,1.0,0.815,0.815,False,0,1.4,0.29,5.0,0.35,0.594
254097702633,legit,normal,1,T0_ALLOW,,1740.0,0.08,2,45.92,0.111,0.015,0.015,False,8,1.1,0.44,0.034,0.7,0.546
254141871624,fraud,classic_fast,100,T4_FREEZE,ALPHA|BETA|GAMMA|DELTA|EPSILON|ZETA,7.0,0.73,10,2.61,1.0,0.956,0.996,True,0,237.6,0.57,17.143,0.9,0.111
254763305685,legit,normal,0,T0_ALLOW,,1320.0,0.12,1,14.82,0.1,0.263,0.263,False,9,1.7,0.45,0.045,0.22,0.964
254118928764,legit,power_user,7,T0_ALLOW,,85.0,0.0,0,3.06,0.077,0.164,0.164,False,12,2.1,0.21,0.706,0.3,0.63
254162310972,legit,emergency_drain,17,T0_ALLOW,,64.0,0.11,1,16.0,0.333,0.662,0.662,True,2,2.9,0.19,0.938,0.22,0.567
254037280787,legit,new_recipient,1,T0_ALLOW,,300.0,0.09,2,14.69,0.077,0,0,False,12,0.9,0.3,0.0,0.32,0.543
254165500950,fraud,clean_device,100,T4_FREEZE,BETA|DELTA|EPSILON|ZETA,13.0,0.0,1,2.86,1.0,0.914,0.983,True,0,118.6,0.84,9.231,0.17,0.6
254132762261,legit,normal,2,T0_ALLOW,,3180.0,0.03,2,6.89,0.2,0.196,0.196,False,4,329.5,0.13,0.019,0.9,0.961
254787229155,fraud,slow_fraudster,27,T1_OBSERVE,,360.0,0.37,11,1.36,0.5,0.9,0.969,True,3,49.8,0.33,0.333,0.22,0.189
254774036231,legit,normal,3,T0_ALLOW,,4080.0,0.0,2,2.56,0.062,0.075,0.075,True,15,0.9,0.19,0.015,0.2,0.97
254183095850,legit,new_recipient,5,T0_ALLOW,,1320.0,0.09,2,116.49,0.111,0.172,0.172,True,8,1.4,0.3,0.045,0.32,0.543
254133995459,legit,urgent_mobile_money,22,T1_OBSERVE,,11.0,0.1,1,8.67,0.333,0.168,0.168,False,2,1.0,0.13,5.455,0.9,0.57
254725990619,legit,rural_shared,12,T0_ALLOW,,120.0,0.11,4,189.14,0.1,0.093,0.093,False,9,2.3,0.43,0.5,0.3,0.477
254020187376,fraud,urgent_mobile_money,32,T1_OBSERVE,,42.0,0.06,1,0.22,1.0,0.139,0.139,False,0,1.0,0.63,1.429,0.7,0.582
254199373863,legit,new_recipient,24,T1_OBSERVE,,25.0,0.07,2,229.2,0.1,0.263,0.263,True,9,2.7,0.43,2.4,0.9,0.549
254719772316,legit,new_recipient,5,T0_ALLOW,,1560.0,0.04,1,1.56,0.125,0.32,0.32,True,7,1.5,0.63,0.038,0.22,0.988
254011716865,legit,new_recipient,7,T0_ALLOW,,1320.0,0.0,2,4.64,0.111,0.151,0.151,True,8,1.2,0.17,0.045,0.9,0.97
